run_id,seed,b,social_adaptation_rate,final_mean_cooperation,final_std_cooperation_between_communities,final_mean_payoff,final_std_payoff_between_communities
13,55,1.2,0.1,0.2314707268344245,0.12135261054816973,1.5338773671582362,0.7508502167748546
14,56,1.2,0.1,0.23963243228325815,0.11764171395582396,1.6149319424321456,0.728826185267216
15,57,1.2,0.1,0.22770877361320768,0.11291528375249324,1.539055312759332,0.7334139872396889
16,58,1.2,0.1,0.19483111566618208,0.0731486248369229,1.345633330461998,0.4639280111924353
17,59,1.2,0.1,0.1991063161244511,0.07494443624513918,1.3596575912554545,0.4838819938506616
18,60,1.2,0.1,0.21378022473357156,0.06737412543508849,1.4263558681570854,0.4388344244983363
19,61,1.2,0.1,0.19507997769503788,0.06491349211330714,1.320434163978134,0.4278037219989078
20,62,1.2,0.1,0.22572550905884237,0.08671003868192305,1.5494770661437325,0.5946219333032327
21,63,1.2,0.1,0.15687547843814614,0.09203661104548835,1.0832515880344293,0.6124793431836374
22,64,1.2,0.1,0.2064568102283358,0.0950191052717566,1.4225125024542922,0.6017452932359794
23,65,1.2,0.1,0.20452464051375122,0.06847994628961679,1.3755860672902416,0.4257944167957459
24,66,1.2,0.1,0.17859881301957464,0.08140621594638403,1.2244942530225322,0.5731437178877803
25,67,1.2,0.1,0.16729592961591697,0.0414046213769492,1.1475948691283397,0.28221698927774125
26,68,1.2,0.1,0.1669728237470173,0.09281392539059288,1.1687793566503244,0.6230894008894018
27,69,1.2,0.1,0.2314095839359896,0.11660414355429832,1.5402983104073762,0.7469604082672862
28,70,1.2,0.1,0.151921100668093,0.06727776322569701,1.0030024387466554,0.4301006968367039
29,71,1.2,0.1,0.1500483678994472,0.07649646232582813,1.0313677205843104,0.5238547859587094
0,42,1.2,0.15,0.1853931330816399,0.042331490811831955,1.271933877833431,0.2591403983445864
1,43,1.2,0.15,0.20607431590320108,0.07650583345607408,1.4046130570969368,0.48525932986409365
2,44,1.2,0.15,0.1966238580696412,0.09091656193328816,1.345458316783618,0.5486364480231969
3,45,1.2,0.15,0.18222574407404854,0.05119357492076237,1.2085175892641753,0.31639056487151707
4,46,1.2,0.15,0.13615785727315266,0.05179492263115372,0.9379441790192488,0.3559608218715427
5,47,1.2,0.15,0.1861916710993933,0.06458262683078339,1.2382356019315708,0.39940764529734535
6,48,1.2,0.15,0.17471635610766043,0.04631065369551094,1.1925639751552795,0.2895426159198965
7,49,1.2,0.15,0.16783012212329101,0.07886776955042801,1.1528944679608817,0.49532892519043764
8,50,1.2,0.15,0.16390671922988073,0.06827800054059056,1.1166857757429098,0.43560323368050896
9,51,1.2,0.15,0.12281327401063931,0.049919481970345625,0.8570949567129655,0.3130799652960054
10,52,1.2,0.15,0.15335561432318845,0.06563113407936683,1.0852530190140732,0.43782214574335704
11,53,1.2,0.15,0.13238524266431245,0.10731706648595757,0.9000664265966591,0.7220959031035661
12,54,1.2,0.15,0.14286515785049003,0.07348446482070192,0.991999699121701,0.4609381358337531
13,55,1.2,0.15,0.13330230700147067,0.06675744183187671,0.9367334342362593,0.45872090455994774
14,56,1.2,0.15,0.179190903947786,0.07054264066432069,1.2205498696030137,0.4474576663921727
15,57,1.2,0.15,0.16447445537237282,0.07671757503417681,1.1212027527107018,0.5287767237661859
16,58,1.2,0.15,0.10157299374224667,0.07944262002563568,0.6904800181421521,0.5375525920668781
17,59,1.2,0.15,0.1918121121547434,0.10755325981391371,1.309115171745103,0.6853693805782084
18,60,1.2,0.15,0.17644559182084535,0.05536899157976946,1.2307685841316673,0.36379093757111636
19,61,1.2,0.15,0.16560501761792554,0.08233550320492614,1.092864540188071,0.5263980588037442
20,62,1.2,0.15,0.1490244323577657,0.03680796564721498,1.0238304904971571,0.24237967809371883
21,63,1.2,0.15,0.12460134016997455,0.057326792300322435,0.8656738132742369,0.3956855761505128
22,64,1.2,0.15,0.1353204439670605,0.10331775329189694,0.9476636291188802,0.710335233741388
23,65,1.2,0.15,0.13446321373726094,0.05692585306898516,0.928130671506352,0.3637145927306188
24,66,1.2,0.15,0.0961353192310691,0.06749637160390377,0.6566239444945369,0.4609595129016564
25,67,1.2,0.15,0.18270521525387803,0.039050845249498624,1.2603451903198697,0.26306816914052417
26,68,1.2,0.15,0.15102870973838717,0.06638255667365588,1.0394089630218661,0.4323029323405543
27,69,1.2,0.15,0.09286591312806047,0.02727436637480117,0.6445425961652597,0.16944781996155742
28,70,1.2,0.15,0.11322865716882465,0.05358800397815226,0.785554202090554,0.37837985033770316
29,71,1.2,0.15,0.14765886256305855,0.03727163333592699,1.0151687725978291,0.26148068513297934
0,42,1.2,0.2,0.1748390566009356,0.09442053543282687,1.1969301926808356,0.6328307970771967
1,43,1.2,0.2,0.1309476548564546,0.042205050544483425,0.9077189999670402,0.2793859184568317
2,44,1.2,0.2,0.15141812671933155,0.0855629030761621,1.049366550450888,0.5324375478303849
3,45,1.2,0.2,0.1306485324953757,0.04915102274469154,0.8919373785958475,0.3370827421161658
4,46,1.2,0.2,0.19139092452037085,0.0645323662223036,1.3083165044770673,0.39732942545004696
5,47,1.2,0.2,0.12584874742475521,0.0877474537552222,0.8580530833906259,0.5984814439548806
6,48,1.2,0.2,0.12605072463768113,0.028690964557118472,0.8751846790890271,0.20057741249519614
7,49,1.2,0.2,0.11945664866442855,0.057551758750214066,0.8049551890235002,0.38590705918010876
8,50,1.2,0.2,0.11745337286935316,0.0402679798088757,0.8254117742104473,0.2882066179891558
9,51,1.2,0.2,0.12335638237023924,0.0390563220521657,0.848959906973327,0.2564996216981653
10,52,1.2,0.2,0.10168082714178314,0.04992313185220065,0.6866167928580506,0.3274270556347171
11,53,1.2,0.2,0.1516063161644557,0.11796558494962632,1.0300462421299632,0.7871857244341351
12,54,1.2,0.2,0.1456701400411495,0.048583907659236064,1.0271877347846285,0.36903868851815497
13,55,1.2,0.2,0.13141259934132246,0.07511027165217359,0.9183002345208893,0.5206630877508932
14,56,1.2,0.2,0.11468076885926784,0.044805290631290136,0.8161515309572106,0.31358674890823046
15,57,1.2,0.2,0.1349124548711555,0.1001478669504805,0.9437506274532721,0.6775557024571801
16,58,1.2,0.2,0.08737418130315266,0.05882696904185906,0.6094659140251846,0.416548291898194
17,59,1.2,0.2,0.13625802571129228,0.08518729078344497,0.9290138034166653,0.5758877732272228
18,60,1.2,0.2,0.1344385026737968,0.09648471043474297,0.8762196757490873,0.6477886233659715
19,61,1.2,0.2,0.1527018216415961,0.03430579376860914,1.0261279319773717,0.22820064893179745
20,62,1.2,0.2,0.1187177020510354,0.03116703222339345,0.8486868686868686,0.22372705958673464
21,63,1.2,0.2,0.12785301402452934,0.034153570020349674,0.9118494055960517,0.2249130434233654
22,64,1.2,0.2,0.09811741334904081,0.035747460580557486,0.6816040100250627,0.2611410711199983
23,65,1.2,0.2,0.11296698310763646,0.04544515321047495,0.7685647075247802,0.2914793522704988
24,66,1.2,0.2,0.09906811433683113,0.07238230496699913,0.6959948034077486,0.5028283555177778
25,67,1.2,0.2,0.13595779517206957,0.041231824209551536,0.9519256903178409,0.2554819720081328
26,68,1.2,0.2,0.10950008433879403,0.023343331994260644,0.7554375087278313,0.16382528797492335
27,69,1.2,0.2,0.1449833118073018,0.045454712750627235,1.010976511879131,0.2966647515795096
28,70,1.2,0.2,0.09713042628325151,0.06658839094236478,0.648880672694897,0.439262902649338
29,71,1.2,0.2,0.1212167921360257,0.06760362898123115,0.8454346977170163,0.43830492838431295
0,42,1.2,0.25,0.10489047325381425,0.03271847418043553,0.711819211928864,0.2329113171500966
1,43,1.2,0.25,0.1060940962347093,0.044919514760911106,0.727612555773239,0.3176215681592536
2,44,1.2,0.25,0.1333778336790385,0.06178373737650824,0.9180774379569561,0.35838717800414993
3,45,1.2,0.25,0.13625602705727746,0.028937083490327867,0.9573229680414913,0.1987296255018152
4,46,1.2,0.25,0.13874261620944267,0.07030444342199851,0.970137877814525,0.4868066461245333
5,47,1.2,0.25,0.09856367976814795,0.033350186788577436,0.6939115734696115,0.2742880131971586
6,48,1.2,0.25,0.13412215320910975,0.03181460600096428,0.9769602484472051,0.20671349593452285
7,49,1.2,0.25,0.1182337128399747,0.03912641895989252,0.8466204933586337,0.2759300832453205
8,50,1.2,0.25,0.13536911014921946,0.06108789515431261,0.9034162403163892,0.3977521671184733
9,51,1.2,0.25,0.14043549064164756,0.09799613155604771,0.9696577103631452,0.6324852485998054
10,52,1.2,0.25,0.1300310360827094,0.10605696897567943,0.9016863230191939,0.7289342280016569
11,53,1.2,0.25,0.15266059521873476,0.08709416552584198,1.0220813976720953,0.5605447392461512
12,54,1.2,0.25,0.12090020132297959,0.08684340200053278,0.8284099024357868,0.5578871238457941
13,55,1.2,0.25,0.08555818062895706,0.04903835908182598,0.6026110396620189,0.3363233853651525
14,56,1.2,0.25,0.09054772253729078,0.05537537165032278,0.6118758013550248,0.38639747718469036
15,57,1.2,0.25,0.10359738432334024,0.030391531742973623,0.7274903269110361,0.22814748089530462
16,58,1.2,0.25,0.06456953114607891,0.04135076455777727,0.4425657855182731,0.28977304783007607
17,59,1.2,0.25,0.08680069348599626,0.04254887097489313,0.6088791505806688,0.27266537707724714
18,60,1.2,0.25,0.0864076288822739,0.05530993912890533,0.5950871684096837,0.37845431625703496
19,61,1.2,0.25,0.12163300286300624,0.04617047195180859,0.8316935121505878,0.30078314424248714
20,62,1.2,0.25,0.09660740494073827,0.02130601606752464,0.6803527336860671,0.16947905008657738
21,63,1.2,0.25,0.08874122425848877,0.026834887125460248,0.6278398828211285,0.19798861843985055
22,64,1.2,0.25,0.11282122356582702,0.06100141641724067,0.7891761662220066,0.41773941967866185
23,65,1.2,0.25,0.11113430127041743,0.05328881329088526,0.7673893619991623,0.3494497491887622
24,66,1.2,0.25,0.080451513057144,0.04839334057100411,0.5334326204432799,0.31479673659851276
25,67,1.2,0.25,0.12265753360072082,0.0633787121095223,0.8429655161353213,0.4040134890538562
26,68,1.2,0.25,0.10415618093037449,0.05037190624910559,0.752993378025636,0.3364757510058266
27,69,1.2,0.25,0.12525356529952716,0.06323591049581005,0.8786001172422211,0.4478438548587429
28,70,1.2,0.25,0.08963353259195068,0.05016235018778203,0.6017215039726296,0.3256145306567965
29,71,1.2,0.25,0.07683444506146422,0.019665517777404044,0.5276754284515625,0.15190883225221619
0,42,1.3,0.03,0.25608351007024355,0.07975591236015757,1.8615261545558013,0.5184007867174996
1,43,1.3,0.03,0.3322151524445256,0.1194705393407538,2.3455417807549575,0.7513123784485735
2,44,1.3,0.03,0.26781484914015036,0.15121135725733856,1.881161973902938,0.99678629477795
3,45,1.3,0.03,0.27155479028014295,0.07175585672239707,1.9347715637545098,0.5603839067974203
4,46,1.3,0.03,0.2681261668530459,0.13248594351764492,1.9315286381625385,0.8942106505202497
5,47,1.3,0.03,0.2893346611656471,0.08697275894514919,2.030952480236113,0.5953214468631154
6,48,1.3,0.03,0.23544927536231883,0.03443006726120364,1.7067168737060043,0.2726959048906607
7,49,1.3,0.03,0.265545905707196,0.049034009823943264,1.9250625699411281,0.35324397841749633
8,50,1.3,0.03,0.2855290341067599,0.03191529697144244,2.0090108522082484,0.22225289612619606
9,51,1.3,0.03,0.21309887111821285,0.06428777415956577,1.5574143260856421,0.41046582128227005
10,52,1.3,0.03,0.2878273404832563,0.08852072152820334,2.081896404656939,0.5989574407981717
11,53,1.3,0.03,0.289237731260987,0.0761849382052784,2.0463819157586607,0.489011756545238
12,54,1.3,0.03,0.22596973518284993,0.045314292679798064,1.675383739297803,0.3381139606538603
13,55,1.3,0.03,0.24084917751881796,0.059519956359826515,1.7315743044333285,0.42813570933057227
14,56,1.3,0.03,0.3361722068137599,0.04720340007405737,2.426684858771095,0.3666424731178313
15,57,1.3,0.03,0.2603780181990506,0.06679815082206664,1.8639837145471403,0.4420868673013297
16,58,1.3,0.03,0.2433818530427073,0.08781564824865841,1.7519136419491563,0.605359881259485
17,59,1.3,0.03,0.2593530713663068,0.1209615103338513,1.8498770974168441,0.8407344222070565
18,60,1.3,0.03,0.23382061706605314,0.10778794519308746,1.7026757227446887,0.7266443395708347
19,61,1.3,0.03,0.26325260150972113,0.035963369866393334,1.8840741918228208,0.25105070264744006
20,62,1.3,0.03,0.22854861188194522,0.033865675249861775,1.5937161603828272,0.2223154030470736
21,63,1.3,0.03,0.22247687111410458,0.0753914271762281,1.581742511198259,0.5129081035311505
22,64,1.3,0.03,0.2708170195072936,0.11996563627702697,1.927138237298315,0.7568669195773646
23,65,1.3,0.03,0.294959863185816,0.09237688783801878,2.0692709060449532,0.5884246547219023
24,66,1.3,0.03,0.2527759461032136,0.07141735165390087,1.8075464536232624,0.48547567792792706
25,67,1.3,0.03,0.26899609507617106,0.08380796494432806,1.9598855468352228,0.6064808846450481
26,68,1.3,0.03,0.18636031797322122,0.052822991067081854,1.3954176001272778,0.3798737160940056
27,69,1.3,0.03,0.24731790390826686,0.08203259029685747,1.7729026265213377,0.49460458719123546
28,70,1.3,0.03,0.18592152534594752,0.08698271979734797,1.3663233221948254,0.5681724716136739
29,71,1.3,0.03,0.26358393492761667,0.06828236845226407,1.832225358826135,0.4396861278019108
0,42,1.3,0.05,0.28960649088238094,0.05631914448939853,2.050446279500023,0.3725163806056905
1,43,1.3,0.05,0.2627728261774319,0.06940283179673819,1.9241872597637737,0.5033768009466122
2,44,1.3,0.05,0.22076915721494034,0.09727535619723605,1.5433381879165013,0.643390337849596
3,45,1.3,0.05,0.24307172985322856,0.0271015778351506,1.7557527615275206,0.1827598734001189
4,46,1.3,0.05,0.2582256100946172,0.07855407530552921,1.9223052705671477,0.5304157869746507
5,47,1.3,0.05,0.2532673108195206,0.08910537543464683,1.818711093333483,0.6495656978787973
6,48,1.3,0.05,0.2259782608695652,0.03665295476101933,1.664717391304348,0.2702861000200659
7,49,1.3,0.05,0.35452622488201235,0.060110355049789094,2.4830231231450397,0.3907997224563687
8,50,1.3,0.05,0.23651420305002974,0.08806768408293297,1.725770774398534,0.5914766756651794
9,51,1.3,0.05,0.2405631001294739,0.13644792163611533,1.7408865395871271,0.9233386822019516
10,52,1.3,0.05,0.2772427888085942,0.07412288186308878,1.9822494030169886,0.4885455063447766
11,53,1.3,0.05,0.24838888243539406,0.04647316168614793,1.7662015387713066,0.33710634054805294
12,54,1.3,0.05,0.2650790469237406,0.08086933858864012,1.8976695825313599,0.542061804428372
13,55,1.3,0.05,0.24807346672817845,0.09785083337408587,1.7284794052488082,0.6387791045179184
14,56,1.3,0.05,0.2389603013619241,0.12875420302555185,1.6939810627699359,0.8722090384807492
15,57,1.3,0.05,0.21768011587663705,0.09124613378626881,1.5584825882988584,0.6306871200590505
16,58,1.3,0.05,0.18175027233737842,0.04906401338858099,1.3351546284462619,0.3480070572918205
17,59,1.3,0.05,0.26174682174849967,0.03903676080392344,1.8365215232719698,0.27553711933423103
18,60,1.3,0.05,0.20584412657434967,0.028271965194603437,1.5489863339275105,0.1890034399396516
19,61,1.3,0.05,0.2506072379088197,0.13354156836692205,1.784835570808723,0.9198953855851578
20,62,1.3,0.05,0.25675158175158175,0.07542239536191575,1.8116057091057094,0.5124889094911117
21,63,1.3,0.05,0.21468460741819023,0.038925289029387605,1.6016738785446065,0.2703603061045185
22,64,1.3,0.05,0.2525559289929894,0.09338571021145131,1.7625372186225938,0.6050233238009928
23,65,1.3,0.05,0.21684105821583133,0.04450625678728806,1.5495688259109313,0.2958065671419754
24,66,1.3,0.05,0.2348554289787975,0.08826203445335055,1.6869933159114545,0.6228135127290003
25,67,1.3,0.05,0.22622026212784246,0.05431730978324199,1.623467993691526,0.3639893361135183
26,68,1.3,0.05,0.21199682038391718,0.11424097567360855,1.5422353502353503,0.8322286515673892
27,69,1.3,0.05,0.2498845674956732,0.11198990633154736,1.7949563000035347,0.7421238155556084
28,70,1.3,0.05,0.24376487547844997,0.07652206026431935,1.7848458794943514,0.5262621647312322
29,71,1.3,0.05,0.22865524129167109,0.10822216337551648,1.6338910687479693,0.7787179138083801
0,42,1.3,0.075,0.24573587734207739,0.03851668605127114,1.8038552336687572,0.28410087396674494
1,43,1.3,0.075,0.2373074381264102,0.06736766410638555,1.7284773142367773,0.46172860220860173
2,44,1.3,0.075,0.18789186048222192,0.1129692979321578,1.3587649131323831,0.7928028328265476
3,45,1.3,0.075,0.20485586641226927,0.09820227292552684,1.4888198322225479,0.6597503538766716
4,46,1.3,0.075,0.1686235079746524,0.07540689912313424,1.2258521112406515,0.5464328145217466
5,47,1.3,0.075,0.24300112178936853,0.09855162411992913,1.7220078674765413,0.6151186752078861
6,48,1.3,0.075,0.21006832298136646,0.057946311284965385,1.5144321946169772,0.36058656523383953
7,49,1.3,0.075,0.19509426847662142,0.08219818554076495,1.4169200724954993,0.5595591792098688
8,50,1.3,0.075,0.2546906735640106,0.09576889315421758,1.8041993552043771,0.595005704252514
9,51,1.3,0.075,0.23904895144485758,0.05453266463416689,1.7270197797660791,0.3638661475876043
10,52,1.3,0.075,0.22330064637445712,0.08247820315895875,1.6252378336223203,0.5817097794303155
11,53,1.3,0.075,0.22269143259840937,0.08534425873231934,1.5916120282817958,0.5775673456618078
12,54,1.3,0.075,0.20797854029778104,0.023172986234263063,1.48540646003407,0.1775642018255355
13,55,1.3,0.075,0.19526080624800535,0.049079519902628016,1.4310600856889415,0.354865845677278
14,56,1.3,0.075,0.19554456265264725,0.08363041916371958,1.4518542506657837,0.5690512930055064
15,57,1.3,0.075,0.20929100595351152,0.11601627640572207,1.4860786012141576,0.7831433768444037
16,58,1.3,0.075,0.17675703169544157,0.03895854222845939,1.256406431674229,0.2728422353119798
17,59,1.3,0.075,0.1776296727018904,0.037803818502622995,1.3201813954137942,0.24940677450472312
18,60,1.3,0.075,0.24822932307719325,0.04058348372223886,1.8155978855492036,0.3561736757952546
19,61,1.3,0.075,0.20961457157745783,0.04898471767122404,1.4862309898809722,0.31361111731161556
20,62,1.3,0.075,0.2145431728765062,0.025246892405849257,1.5665746599079935,0.1365417425363615
21,63,1.3,0.075,0.17713192490557975,0.08707072127801005,1.3101318931304067,0.6225940402784831
22,64,1.3,0.075,0.18275527528498664,0.07810653354430774,1.3249625215111511,0.5528803798538448
23,65,1.3,0.075,0.2351022616222253,0.08650563194002864,1.6718320187072457,0.5581692958720241
24,66,1.3,0.075,0.15409278583236485,0.05149838029189208,1.148850563415159,0.3923898350995822
25,67,1.3,0.075,0.2069195737181178,0.026934957128886997,1.4824299779276833,0.20359950247388175
26,68,1.3,0.075,0.13967687645107,0.042295832266895324,1.0241776485647454,0.330273644339874
27,69,1.3,0.075,0.246905753273044,0.09156630994888978,1.7464294945211791,0.660143338746311
28,70,1.3,0.075,0.2083920689665057,0.05527905615029193,1.4800691018931158,0.37047710812453166
29,71,1.3,0.075,0.16130212191332735,0.02590479067846494,1.168532837261918,0.19373421953931066
0,42,1.3,0.1,0.27697882666746887,0.11140200782703968,1.9517849801202314,0.7594303017717223
1,43,1.3,0.1,0.2823017059195189,0.06136117500211157,1.9557638509525652,0.4004656287207038
2,44,1.3,0.1,0.21590832193241832,0.057276858333881284,1.5678057651852833,0.3448272733852996
3,45,1.3,0.1,0.20792771439692928,0.048273740610990205,1.4612117588719964,0.33005572049954873
4,46,1.3,0.1,0.19412810400755035,0.09736352692298211,1.4202594175053733,0.6833086780624963
5,47,1.3,0.1,0.21548708832584498,0.04716262056352002,1.5451804861445462,0.3042693202834577
6,48,1.3,0.1,0.2305734989648033,0.09005638698161131,1.6158799171842653,0.5020245616847719
7,49,1.3,0.1,0.20566352843867075,0.09391970830170673,1.4811850824697126,0.615431203051506
8,50,1.3,0.1,0.20451130980107024,0.08035830731085924,1.4514941901490679,0.5383827108071441
9,51,1.3,0.1,0.16604752253458838,0.047735280593776255,1.2217901883310591,0.26809213887683125
10,52,1.3,0.1,0.18485301933657516,0.09432471039643688,1.331277154556734,0.6455353398138499
11,53,1.3,0.1,0.2084973243810453,0.07754652096824413,1.47240049872608,0.5482000994496385
12,54,1.3,0.1,0.17013375810269685,0.0569298101954841,1.249075498329683,0.3645306900133757
13,55,1.3,0.1,0.17322830483163468,0.052013850235547734,1.2435559077010943,0.35488536995829223
14,56,1.3,0.1,0.1666326116653558,0.02741636134962073,1.208153719418802,0.20988736884770826
15,57,1.3,0.1,0.21337752030547463,0.11462204334024916,1.5379119842723887,0.7871140417301656
16,58,1.3,0.1,0.1604209143386875,0.07245144616852507,1.1862789496537696,0.5136194750341972
17,59,1.3,0.1,0.22159980884593958,0.13330289800729722,1.5796823609465396,0.8914585881756177
18,60,1.3,0.1,0.1899048438602191,0.05792454993444208,1.3946774730790958,0.41750327674452065
19,61,1.3,0.1,0.21414277330097115,0.06569706374975665,1.5310855421045015,0.4112741524337443
20,62,1.3,0.1,0.1362063862063862,0.039750697272774825,0.9800224158557492,0.26245015070323074
21,63,1.3,0.1,0.15222756727102865,0.056633049495891874,1.1295405516387298,0.3927679833751805
22,64,1.3,0.1,0.13700726470554264,0.03497058140065236,1.020270896134345,0.28986399977870836
23,65,1.3,0.1,0.1477293033645121,0.05309893809363636,1.0832917073851738,0.3575924273522534
24,66,1.3,0.1,0.13672338597284853,0.05627060131945112,1.0010774530516742,0.40041351318801266
25,67,1.3,0.1,0.17588372837621136,0.045112440030362015,1.2883388060041803,0.34015780555811126
26,68,1.3,0.1,0.18310187342445405,0.068449854569714,1.3368814190749676,0.4969128177464679
27,69,1.3,0.1,0.1692747741370757,0.0995391759696676,1.2046771934321434,0.6676560568594808
28,70,1.3,0.1,0.14659031053873778,0.07266148980201091,1.047012628204354,0.4786872701830254
29,71,1.3,0.1,0.1712272804317432,0.057466143687869016,1.2421696444374106,0.38288861587665507
0,42,1.3,0.15,0.17162269552617462,0.03349036357829144,1.2465098220597746,0.24074235117021417
1,43,1.3,0.15,0.17410127029190628,0.02801020177813672,1.2554696461182049,0.19353672964495228
2,44,1.3,0.15,0.11429785074363388,0.028737627498115523,0.8595991291172013,0.20692946333706042
3,45,1.3,0.15,0.12519515577510093,0.03679837886247372,0.9244795035830174,0.2651766446819739
4,46,1.3,0.15,0.17041426752956293,0.04358797523839652,1.2252195228294749,0.3104744452444738
5,47,1.3,0.15,0.11936931586033091,0.046216791552731985,0.8951378443656248,0.3392267575486515
6,48,1.3,0.15,0.15955590062111802,0.035923887668808045,1.200425155279503,0.2626796286555974
7,49,1.3,0.15,0.13831533109521724,0.09242542359062106,0.9834772539288668,0.6221866236812139
8,50,1.3,0.15,0.13517135431065058,0.055591155681939224,0.9960417602365093,0.38015245680560344
9,51,1.3,0.15,0.1320938854004715,0.061633653527726213,0.9388597390923253,0.42437888326977297
10,52,1.3,0.15,0.1485917328469782,0.07348880819501036,1.0831898408339078,0.5407543169121195
11,53,1.3,0.15,0.1747197918360709,0.08666729129759736,1.2400731338429012,0.6041358644432271
12,54,1.3,0.15,0.149269308201146,0.07321469959887046,1.076223667617973,0.47905814881792025
13,55,1.3,0.15,0.15843766002128573,0.12011044105395784,1.1519845598493204,0.8367810624768631
14,56,1.3,0.15,0.19529431082777937,0.10535956368029054,1.3901658649666764,0.7201459209708436
15,57,1.3,0.15,0.15764427990744098,0.11039502462434203,1.121869251962492,0.7123890807665978
16,58,1.3,0.15,0.13234088846150918,0.1304152735775348,0.9459731752809661,0.8647197806359512
17,59,1.3,0.15,0.16516402463769472,0.08660783035356358,1.2038753191607066,0.5838322987882583
18,60,1.3,0.15,0.21453778585624428,0.1300679052773294,1.520314305032358,0.9216971062398928
19,61,1.3,0.15,0.1388987071179149,0.05114208374922922,1.0223067595329307,0.3650679835451026
20,62,1.3,0.15,0.14928189094855762,0.054204876641066664,1.0986798386798386,0.3794473810690958
21,63,1.3,0.15,0.14481931514091523,0.04755276032282611,1.0671859607146608,0.3488651619253749
22,64,1.3,0.15,0.15360347874294028,0.09940182625827829,1.1263939803425616,0.7183449775681058
23,65,1.3,0.15,0.12570989808739355,0.049155118003894806,0.9493786821164317,0.35730884791081646
24,66,1.3,0.15,0.13817649642124244,0.06269386954361807,1.0061959066202908,0.44747640258314764
25,67,1.3,0.15,0.13634489642164907,0.05310270275243127,1.0268734958488084,0.3772327863363098
26,68,1.3,0.15,0.14273927757798727,0.08541435540796308,1.0544386586967232,0.5788512540001677
27,69,1.3,0.15,0.09539755869768071,0.025862530048559235,0.7041573057014822,0.1698759262692282
28,70,1.3,0.15,0.10816319644717054,0.0493615437414103,0.8091892801154895,0.3589562631655755
29,71,1.3,0.15,0.10099709043439335,0.024765419099434183,0.7340644955270228,0.1522451143594832
0,42,1.3,0.2,0.15539461215649114,0.039469948529611214,1.1599669088338374,0.3189314273518773
1,43,1.3,0.2,0.11698743785826293,0.04916333129842805,0.8710424707314444,0.3434773240173143
2,44,1.3,0.2,0.154640907954161,0.0638951333660127,1.118673742589405,0.394891915198503
3,45,1.3,0.2,0.12516580705544905,0.01605107213275773,0.9675825749548161,0.12607102491796332
4,46,1.3,0.2,0.16385725134232715,0.04800552456714715,1.2037569406441584,0.3473326711595167
5,47,1.3,0.2,0.10845877540875112,0.05165119970560556,0.8143865141388211,0.3889037626271123
6,48,1.3,0.2,0.14914596273291925,0.03906999307122122,1.112326293995859,0.30031568549963816
