run_id,seed,final_mean_cooperation,final_std_cooperation_between_communities,final_mean_payoff,expected_global_cooperation,observed_global_cooperation,num_intercommunity_edges,corr_size_cooperation,corr_degree_cooperation,intercommunity_mutual_coop_rate,mean_external_payoff,mean_b_eff,std_b_eff,b,Tin,social_adaptation_rate,epsilon_perception,epsilon_execution,delta_D,delta_pi,rho,num_epochs,rounds_per_epoch
13,1301000,0.3010397191053499,0.0581751420913876,2.934564038438966,0.3368772584650756,0.32,1101,-0.1121056681773629,0.0358572952293169,0.0953678474114441,9.375,2.035694793578061,0.0199601969371434,2.0,800,0.2,0.02,0.01,0.05,0.1,0.05,10,120
10,1001000,0.3072863216686826,0.0658001333184612,2.9705491908152952,0.3566469591206443,0.36,1170,-0.1241106437231117,0.0048784867061795,0.1179487179487179,10.605,2.033357202184168,0.0172779360126141,2.0,800,0.2,0.02,0.01,0.05,0.1,0.05,10,120
11,1101000,0.2952921530216135,0.0610403916794587,2.885325020524217,0.3641143650617734,0.38,1069,0.0011784433026864,0.0023446142947982,0.157156220767072,10.68,2.0317816242416145,0.0176523919617703,2.0,800,0.2,0.02,0.01,0.05,0.1,0.05,10,120
12,1201000,0.3073364537689306,0.0511719962564642,3.0040897774408166,0.3331454586614217,0.32,1108,-0.0756513794247138,-0.1281025370066174,0.1001805054151624,9.525,2.029912567032175,0.0207367845824142,2.0,800,0.2,0.02,0.01,0.05,0.1,0.05,10,120
14,1401000,0.3009047322084026,0.0529324223433224,2.960923983871537,0.3270471075596469,0.3,1175,-0.1537556161100393,-0.0666425498209701,0.0868085106382978,9.48,2.0427239340863705,0.0151979717855688,2.0,800,0.2,0.02,0.01,0.05,0.1,0.05,10,120
5,501000,0.3100207230433761,0.0606773802704164,3.018188891856866,0.3605792597722317,0.26,1134,-0.1137805232871421,-0.0393118675620592,0.0696649029982363,8.315,2.0409473559167752,0.0315712585335297,2.0,800,0.2,0.02,0.01,0.05,0.1,0.1,10,120
8,801000,0.2949786348956476,0.0562816074359866,2.8906200663989203,0.3598695983340475,0.37,1097,0.1249924349962269,0.0232802036137884,0.1312670920692798,10.56,2.033140677174502,0.0358641039462165,2.0,800,0.2,0.02,0.01,0.05,0.1,0.1,10,120
9,901000,0.2924171699345522,0.0631795679788526,2.901075560359608,0.3232805393144027,0.3,1055,-0.016579643055865,0.0933463916551266,0.0919431279620853,8.75,2.084588519927616,0.0374500828649032,2.0,800,0.2,0.02,0.01,0.05,0.1,0.1,10,120
0,1000,0.3020251289890976,0.063379951046578,2.953563947665561,0.3415887493752565,0.34,1123,0.0231745641976431,-0.0475224293549952,0.0979519145146927,10.045,2.050656502104919,0.0328815898141031,2.0,800,0.2,0.02,0.01,0.05,0.1,0.1,10,120
1,101000,0.2908933989509131,0.0593316673133208,2.8433975282913564,0.3891022562998904,0.43,1151,0.2486104263448977,0.1793401480482209,0.1763683753258036,12.43,2.0256806719984324,0.0368545986308756,2.0,800,0.2,0.02,0.01,0.05,0.1,0.1,10,120
3,301000,0.2959567575871166,0.0622770298897636,2.94083380545103,0.3512124652345811,0.49,1150,-0.1456845764349285,-0.0546410164912402,0.2165217391304348,13.95,2.0662066347069565,0.0357024345290563,2.0,800,0.2,0.02,0.01,0.05,0.1,0.1,10,120
2,201000,0.3079385606432094,0.0519252831173792,3.006071792032441,0.3474434436051207,0.31,1106,-0.1290480805961059,0.0439637258083905,0.0958408679927667,9.08,2.039519627255589,0.038564724518431,2.0,800,0.2,0.02,0.01,0.05,0.1,0.1,10,120
7,701000,0.3063941800929103,0.0621861539295651,3.0492071104607543,0.3616484704035844,0.36,1098,-0.0955667564986631,0.1493432708235224,0.1329690346083788,10.42,2.0915663017106763,0.0393231552662137,2.0,800,0.2,0.02,0.01,0.05,0.1,0.1,10,120
4,401000,0.2905091070086429,0.0608582992252883,2.912942150665895,0.3257142230707417,0.37,1155,0.0653843397514278,0.1384559597516247,0.1541125541125541,11.585,2.081674476058163,0.0336485725069961,2.0,800,0.2,0.02,0.01,0.05,0.1,0.1,10,120
6,601000,0.3018662167770634,0.0624458977181108,2.96252754649868,0.3858268984527556,0.36,1133,0.0302386947369381,0.0233123843105068,0.1332744924977934,10.805,2.067342716487264,0.035449755209131,2.0,800,0.2,0.02,0.01,0.05,0.1,0.1,10,120
13,1301000,0.295970036273872,0.0684604247608783,2.9376931083780096,0.3380629277423748,0.31,1101,0.0039097761970676,0.1183387502249237,0.0935513169845594,9.215,2.065746493202517,0.0377747346426252,2.0,800,0.2,0.02,0.01,0.05,0.1,0.1,10,120
10,1001000,0.3070309153467775,0.0525966831967978,3.020588079003708,0.328994576899744,0.37,1170,-0.2031401787830506,-0.1803019251694496,0.1273504273504273,11.02,2.058524115309577,0.0349746798045569,2.0,800,0.2,0.02,0.01,0.05,0.1,0.1,10,120
12,1201000,0.306113879955078,0.0629250964839987,2.996613403271032,0.3392475494568173,0.35,1108,-0.1883793500007393,-0.1494152403367482,0.1227436823104693,10.07,2.0611388286251526,0.0374511987586726,2.0,800,0.2,0.02,0.01,0.05,0.1,0.1,10,120
11,1101000,0.2915450771291638,0.0556933608737477,2.89065314431006,0.3344545905779376,0.3,1069,0.0599819446356957,0.2054573687413789,0.0869971936389148,8.94,2.043736751829408,0.0339445076441263,2.0,800,0.2,0.02,0.01,0.05,0.1,0.1,10,120
14,1401000,0.3014024097766698,0.0578951068344938,3.026615243654813,0.33277444859545,0.34,1175,-0.1293997934169614,0.0015006225630503,0.1208510638297872,10.55,2.1019601711736384,0.0282378989556995,2.0,800,0.2,0.02,0.01,0.05,0.1,0.1,10,120
5,501000,0.2963733748143754,0.0553290396691937,2.962409753373513,0.3662264557702607,0.3,1134,-0.09426990132171,-0.1068838808299379,0.0934744268077601,9.425,2.073786579648211,0.0768116047571012,2.0,800,0.2,0.02,0.01,0.05,0.1,0.2,10,120
8,801000,0.3001932974174698,0.0605954720362157,2.931535685909824,0.3584356816131974,0.4,1097,-0.0173821505390591,-0.0434489145930813,0.1467639015496809,11.125,2.0376193085688445,0.072757711387603,2.0,800,0.2,0.02,0.01,0.05,0.1,0.2,10,120
0,1000,0.2997056865218262,0.0564026751002338,2.975405107246344,0.33956019141378,0.31,1123,-0.0302768596910214,-0.0468897655804485,0.0819234194122885,9.145,2.080336029061126,0.070538271654196,2.0,800,0.2,0.02,0.01,0.05,0.1,0.2,10,120
9,901000,0.2873064954684324,0.062280251160751,2.858055710718196,0.3601496676020369,0.37,1055,0.0841507575069745,-0.1285083195731274,0.133649289099526,10.335,2.0684332043810065,0.0703480750892512,2.0,800,0.2,0.02,0.01,0.05,0.1,0.2,10,120
1,101000,0.2984349578486475,0.0579370350760345,2.951432997438556,0.3829450287340735,0.42,1151,0.0552582317487694,0.1026970037639697,0.1702867072111207,12.185,2.049593454829171,0.0715318622096221,2.0,800,0.2,0.02,0.01,0.05,0.1,0.2,10,120
7,701000,0.2934058926211811,0.062547386217283,3.033119378084101,0.3785238347920444,0.45,1098,-0.0478194892282334,0.1593277134873093,0.1958105646630236,12.685,2.1814607856847434,0.079214377920266,2.0,800,0.2,0.02,0.01,0.05,0.1,0.2,10,120
2,201000,0.2945636518019884,0.0516832288846271,2.9327341247436327,0.3370441815524277,0.29,1106,0.070699361119724,0.0979456347216288,0.0858951175406871,8.5,2.0680748213872446,0.0762155541973431,2.0,800,0.2,0.02,0.01,0.05,0.1,0.2,10,120
3,301000,0.2815365274353006,0.0526712452317863,2.8631615465609643,0.3342231326103444,0.47,1150,-0.0664796853292921,-0.1840498515685158,0.1982608695652173,13.305,2.1088253520209177,0.069857496425122,2.0,800,0.2,0.02,0.01,0.05,0.1,0.2,10,120
6,601000,0.3022256277389668,0.0533208288598316,3.051732271431572,0.3709532755242851,0.35,1133,-0.0488172607820675,-0.0251463155829388,0.1262135922330097,10.345,2.1257915215616605,0.0741865231117121,2.0,800,0.2,0.02,0.01,0.05,0.1,0.2,10,120
4,401000,0.2944681997509616,0.0647727899766244,2.964608802084158,0.3919496446319238,0.51,1155,0.1817619030371275,0.1045982996311309,0.2649350649350649,14.745,2.1138608635920697,0.0651287511707309,2.0,800,0.2,0.02,0.01,0.05,0.1,0.2,10,120
13,1301000,0.296696057659924,0.0545168835941456,2.991376161191494,0.3489016982427724,0.32,1101,-0.2067109373780151,-0.1187848286645581,0.0999091734786557,9.445,2.111259463161855,0.0794494037063701,2.0,800,0.2,0.02,0.01,0.05,0.1,0.2,10,120
10,1001000,0.2921540531312586,0.0523628502837673,2.9699504226643443,0.3668265936602828,0.43,1170,0.0445158226181185,0.0828069560717328,0.1786324786324786,12.715,2.1196465646267417,0.0677061254132978,2.0,800,0.2,0.02,0.01,0.05,0.1,0.2,10,120
12,1201000,0.2929899361918381,0.061066624152344,2.9729023970543893,0.3828098693591366,0.37,1108,-0.0555870621787346,-0.1606784572179232,0.1344765342960288,10.87,2.1304653887671905,0.079709794264937,2.0,800,0.2,0.02,0.01,0.05,0.1,0.2,10,120
11,1101000,0.302745941652972,0.0481269456281646,3.016327917000906,0.3629191728856529,0.34,1069,0.0095539653616284,-0.0252446017745775,0.1141253507951356,9.73,2.082989581899937,0.0765282574950957,2.0,800,0.2,0.02,0.01,0.05,0.1,0.2,10,120
14,1401000,0.2925504710067356,0.0499361056536546,3.003490481220999,0.3663683046609725,0.3,1175,-0.1080098965159455,-0.0634094803089353,0.0902127659574468,9.485,2.150901449156703,0.0639643842000484,2.0,800,0.2,0.02,0.01,0.05,0.1,0.2,10,120
5,501000,0.2811605363678254,0.0568800622973489,2.929234990270769,0.3695852995485475,0.3,1134,0.1793959547841798,0.0881222875745409,0.0952380952380952,9.57,2.169370912629564,0.1349224697135742,2.0,800,0.2,0.02,0.01,0.05,0.1,0.4,10,120
8,801000,0.2859096201182649,0.0613854730845888,2.902750078737333,0.3569720726079922,0.36,1097,0.0170749262943467,-0.0362974158170047,0.1239744758432087,10.31,2.116439690331421,0.1460460273181964,2.0,800,0.2,0.02,0.01,0.05,0.1,0.4,10,120
9,901000,0.2906519554087235,0.0552558395530645,3.06016226492268,0.3738172151549147,0.37,1055,0.0869859064739402,0.0285956705438288,0.1412322274881516,10.465,2.2153884135164983,0.132371994995029,2.0,800,0.2,0.02,0.01,0.05,0.1,0.4,10,120
1,101000,0.2931324124787482,0.0636713522823828,3.00582572702144,0.3781949856500477,0.35,1151,-0.0449808995681529,0.0227618536868288,0.1129452649869678,10.535,2.1457968739829654,0.1382171351350664,2.0,800,0.2,0.02,0.01,0.05,0.1,0.4,10,120
0,1000,0.2886357918241434,0.0531988862016249,2.949897278650636,0.3798985016201848,0.39,1123,-0.0832639994591455,-0.0506003125456157,0.1317898486197684,11.24,2.1245527352709264,0.1435312167871144,2.0,800,0.2,0.02,0.01,0.05,0.1,0.4,10,120
7,701000,0.2852213716238636,0.0598752608179031,3.1507108106374218,0.3608087728621366,0.41,1098,-0.1416401350716374,-0.0860193293395173,0.1657559198542805,11.71,2.3674069067649905,0.1499685542315263,2.0,800,0.2,0.02,0.01,0.05,0.1,0.4,10,120
2,201000,0.2833289762640454,0.0527788263415214,2.8961512371181004,0.3451724659820052,0.33,1106,0.1028281449949067,0.0830179642198926,0.1112115732368897,9.525,2.1268446006244464,0.1426210743728825,2.0,800,0.2,0.02,0.01,0.05,0.1,0.4,10,120
4,401000,0.2895375115335851,0.0583561295022109,3.0984190161135587,0.3796718213109596,0.42,1155,0.1052249454983566,0.0242197711158308,0.1826839826839826,12.65,2.2705242161640635,0.1351254468296231,2.0,800,0.2,0.02,0.01,0.05,0.1,0.4,10,120
3,301000,0.2861888604289807,0.0622413991472197,2.986447309546472,0.3495285940135371,0.45,1150,-0.0378218297429776,-0.0286195579713073,0.1852173913043478,12.825,2.19460929036639,0.1377734851629675,2.0,800,0.2,0.02,0.01,0.05,0.1,0.4,10,120
6,601000,0.2866574811106999,0.0574039143695634,3.1676461564896163,0.3313685794353748,0.29,1133,-0.0459802023130457,-0.1193121407823381,0.0812003530450132,8.89,2.3576481180997235,0.1293931211692345,2.0,800,0.2,0.02,0.01,0.05,0.1,0.4,10,120
13,1301000,0.2951587653102346,0.0621089508730022,3.1348607454401995,0.3729594523461637,0.37,1101,0.0541075691856605,0.0930845256134155,0.139872842870118,10.67,2.260001395413613,0.1661390636910061,2.0,800,0.2,0.02,0.01,0.05,0.1,0.4,10,120
11,1101000,0.2914156406035322,0.0539572458472897,2.9792929701077235,0.3468164051618053,0.31,1069,0.0353420064043656,0.12300917586931,0.1000935453695042,9.415,2.1506330550268213,0.1491798852980459,2.0,800,0.2,0.02,0.01,0.05,0.1,0.4,10,120
12,1201000,0.2907727848044388,0.05656673227903,3.144179559649748,0.3122574772049146,0.29,1108,-0.0851514026794947,-0.1251303940993484,0.0749097472924187,8.485,2.2883931808419966,0.1512044768756236,2.0,800,0.2,0.02,0.01,0.05,0.1,0.4,10,120
10,1001000,0.28358783998225,0.046868737544074,3.140758135494534,0.33161715800069,0.34,1170,-0.1348086147404752,-0.0803086757296369,0.1102564102564102,10.425,2.3443545731421405,0.1326725669853396,2.0,800,0.2,0.02,0.01,0.05,0.1,0.4,10,120
14,1401000,0.2837672837056813,0.0586183264288892,3.129652540982385,0.3665033089182882,0.38,1175,-0.0545443705989171,-0.305626260962732,0.1438297872340425,11.585,2.3519830701197035,0.1245465718465992,2.0,800,0.2,0.02,0.01,0.05,0.1,0.4,10,120
5,501000,0.25561642596076,0.0563904418424803,3.555710986164151,0.3142107143607192,0.26,1134,0.0295689742474064,-0.005661539810343,0.0679012345679012,8.395,3.0,0.0,3.0,800,0.2,0.02,0.01,0.05,0.1,0.0,10,120
0,1000,0.2497009100818028,0.0518807761920124,3.497887933159638,0.3654900037739002,0.35,1123,0.1047224139746294,0.0984470954775035,0.1059661620658949,10.285,3.0,0.0,3.0,800,0.2,0.02,0.01,0.05,0.1,0.0,10,120
9,901000,0.2595462448928993,0.0501811424557182,3.580104498989512,0.3349817889419386,0.32,1055,0.0801242435468329,-0.0965091837064385,0.1109004739336492,9.435,3.0,0.0,3.0,800,0.2,0.02,0.01,0.05,0.1,0.0,10,120
8,801000,0.2562616840189941,0.0610251591078187,3.5220475983642747,0.3130595193155998,0.33,1097,-0.2151379580464392,0.003432321658565,0.0957155879671832,9.585,3.0,0.0,3.0,800,0.2,0.02,0.01,0.05,0.1,0.0,10,120
1,101000,0.2564231323677112,0.0476879861939297,3.5696701877404786,0.3375041923654032,0.32,1151,-0.2406019891924379,-0.1672371138228308,0.0973066898349261,9.395,3.0,0.0,3.0,800,0.2,0.02,0.01,0.05,0.1,0.0,10,120
7,701000,0.2488077957683756,0.0555650980916104,3.448552909736019,0.3467284898209194,0.43,1098,0.1632940962588986,-0.0287225719201275,0.1775956284153005,12.12,3.0,0.0,3.0,800,0.2,0.02,0.01,0.05,0.1,0.0,10,120
3,301000,0.251866928630395,0.0494994458667102,3.50235514659115,0.3193248190388679,0.41,1150,0.0316084421764896,-0.0485521136621193,0.1582608695652174,11.8,3.0,0.0,3.0,800,0.2,0.02,0.01,0.05,0.1,0.0,10,120
4,401000,0.2532130049455324,0.0598193327679281,3.512116445315324,0.3068075180312501,0.37,1155,0.0014620045432601,-0.0388109008357898,0.141991341991342,11.725,3.0,0.0,3.0,800,0.2,0.02,0.01,0.05,0.1,0.0,10,120
2,201000,0.2594929850219754,0.0527500475702316,3.5858670881916,0.3637741971090827,0.35,1106,-0.0105028751355941,0.0325714781151886,0.1084990958408679,10.11,3.0,0.0,3.0,800,0.2,0.02,0.01,0.05,0.1,0.0,10,120
6,601000,0.256183244536447,0.055287791763324,3.582777593776695,0.3386636492738553,0.37,1133,0.0069122237568355,0.2469755280878269,0.1421006178287731,11.05,3.0,0.0,3.0,800,0.2,0.02,0.01,0.05,0.1,0.0,10,120
13,1301000,0.2574134736781509,0.0540671726155373,3.5657994539284283,0.341973041692867,0.3,1101,0.0146896595376302,-0.0695026620444757,0.0881017257039055,8.885,3.0,0.0,3.0,800,0.2,0.02,0.01,0.05,0.1,0.0,10,120
10,1001000,0.2658819361773087,0.047039110197953,3.6517310421466034,0.349122904411998,0.36,1170,-0.1618154979418529,-0.1218192648200516,0.1282051282051282,11.07,3.0,0.0,3.0,800,0.2,0.02,0.01,0.05,0.1,0.0,10,120
11,1101000,0.2531754926515411,0.0505723356313674,3.503509003455945,0.3469511906199563,0.33,1069,0.0396408541435644,-0.0221762831100502,0.1197380729653882,9.67,3.0,0.0,3.0,800,0.2,0.02,0.01,0.05,0.1,0.0,10,120
12,1201000,0.2586085833842519,0.0490149911313601,3.580297445910087,0.3145475778972194,0.31,1108,-0.038720762648718,-0.0242855608900629,0.0893501805054151,9.12,3.0,0.0,3.0,800,0.2,0.02,0.01,0.05,0.1,0.0,10,120
14,1401000,0.2539060658273959,0.0553663996679976,3.527299801443091,0.3055684267317547,0.29,1175,-0.1628389379183846,-0.102717885578313,0.0859574468085106,9.16,3.0,0.0,3.0,800,0.2,0.02,0.01,0.05,0.1,0.0,10,120
5,501000,0.2580414529854677,0.059828289046375,3.5900818438790054,0.3151819074988918,0.27,1134,0.0463119813028653,-0.0237259191928291,0.0767195767195767,8.625,3.0464076702514307,0.0247042014694533,3.0,800,0.2,0.02,0.01,0.05,0.1,0.05,10,120
8,801000,0.2564706760128619,0.0506244888305635,3.60181185530992,0.3058496843633068,0.33,1097,-0.0399319829720791,-0.045184991823007,0.0993618960802187,9.485,3.0348126431020104,0.0273720959519775,3.0,800,0.2,0.02,0.01,0.05,0.1,0.05,10,120
9,901000,0.2547768445476198,0.0488425200537353,3.622507854814521,0.3119481055886263,0.33,1055,-0.0067405250214677,0.0627192163890206,0.1175355450236966,9.8,3.056233344157937,0.0235659258257608,3.0,800,0.2,0.02,0.01,0.05,0.1,0.05,10,120
0,1000,0.255515966229015,0.0552947990682627,3.571782335975877,0.3340820917937043,0.32,1123,0.046756953771329,0.0232117756654512,0.089047195013357,9.515,3.0417173431262507,0.0247204465297174,3.0,800,0.2,0.02,0.01,0.05,0.1,0.05,10,120
1,101000,0.2606088172539545,0.0522571038321318,3.624963911161512,0.3228317914878307,0.31,1151,-0.1297579547876696,0.0439654250909462,0.0903562119895742,9.07,3.0441221191965244,0.0257921355784619,3.0,800,0.2,0.02,0.01,0.05,0.1,0.05,10,120
7,701000,0.2522809265765058,0.0528917235090443,3.5360094512855005,0.3599331318116672,0.39,1098,-0.0405584481694404,-0.0130834499356683,0.1475409836065573,11.1,3.064364225774133,0.0314028993696561,3.0,800,0.2,0.02,0.01,0.05,0.1,0.05,10,120
3,301000,0.2556229015993225,0.0506900677773759,3.5928526461030508,0.3223711551444113,0.41,1150,0.0426143166142942,-0.1039625081764929,0.1460869565217391,11.895,3.056117296264118,0.0258580438668444,3.0,800,0.2,0.02,0.01,0.05,0.1,0.05,10,120
4,401000,0.2574436713185264,0.050410488930893,3.6462754902540935,0.2972029200037055,0.37,1155,-0.0514483642205447,0.0705302592379196,0.1393939393939394,11.605,3.0663982905157177,0.024302330785035,3.0,800,0.2,0.02,0.01,0.05,0.1,0.05,10,120
2,201000,0.256344183973945,0.0538931981955646,3.5588919155723,0.3193382079435292,0.26,1106,-0.0178221459128901,-0.0965332962656126,0.0578661844484629,7.49,3.0323530858234244,0.0277044169041142,3.0,800,0.2,0.02,0.01,0.05,0.1,0.05,10,120
6,601000,0.2468665884592592,0.0472658981667294,3.513455070102213,0.3079760462683177,0.3,1133,-0.1114896913944628,0.0591356530597948,0.0926743159752868,9.255,3.0754644116540595,0.0235716243456463,3.0,800,0.2,0.02,0.01,0.05,0.1,0.05,10,120
13,1301000,0.2601176395829528,0.0633949180473643,3.6329490159698623,0.2991784875192513,0.27,1101,-0.1144763559518982,-0.2263438504757342,0.0681198910081744,7.86,3.0548327157764934,0.0289429754454778,3.0,800,0.2,0.02,0.01,0.05,0.1,0.05,10,120
10,1001000,0.2618653728910123,0.0571006143236621,3.65746416127498,0.3385234286418322,0.31,1170,-0.1540296149554202,0.0621061698655247,0.1008547008547008,9.755,3.052270119608566,0.0258019997607687,3.0,800,0.2,0.02,0.01,0.05,0.1,0.05,10,120
11,1101000,0.2506181476349888,0.0532818133088037,3.5344812295428314,0.3241680823390008,0.33,1069,-0.0671171066552412,-0.1341604917861117,0.1047708138447146,9.53,3.058180663439,0.0268786163223816,3.0,800,0.2,0.02,0.01,0.05,0.1,0.05,10,120
12,1201000,0.2598337393312165,0.0511063776478027,3.628416334076032,0.343144291555651,0.32,1108,-0.0055695733409883,0.0684730449166606,0.0992779783393501,9.34,3.048425790353429,0.0316721259003691,3.0,800,0.2,0.02,0.01,0.05,0.1,0.05,10,120
14,1401000,0.2552233186336258,0.0498696832979398,3.629717194651704,0.3158692081662761,0.31,1175,-0.2087211067354796,-0.0198390885667502,0.0953191489361702,9.725,3.0798671544044227,0.0218080437599903,3.0,800,0.2,0.02,0.01,0.05,0.1,0.05,10,120
5,501000,0.2559974923178643,0.0544886708205845,3.628760290127547,0.3134241364161332,0.27,1134,0.0148379530729969,0.0617560554035155,0.0705467372134038,8.68,3.0720196891001463,0.0529698783128064,3.0,800,0.2,0.02,0.01,0.05,0.1,0.1,10,120
0,1000,0.2567373821128159,0.0558069784209573,3.630422747722698,0.3348340183930218,0.35,1123,0.0659231450878788,-0.05068063361607,0.1068566340160284,10.155,3.073811515169004,0.0494704028691615,3.0,800,0.2,0.02,0.01,0.05,0.1,0.1,10,120
9,901000,0.2492528143693458,0.051277682950573,3.520309993482014,0.3430161102085619,0.37,1055,-0.0333521111603644,0.0295257733376262,0.1440758293838862,10.735,3.0701627210840643,0.0510124143532225,3.0,800,0.2,0.02,0.01,0.05,0.1,0.1,10,120
8,801000,0.2554563627427221,0.0462446628644499,3.615745409925954,0.3087545446602648,0.33,1097,-0.2389150942127224,-0.1116895720501028,0.1030082041932543,9.49,3.0566767683877627,0.0539572385908518,3.0,800,0.2,0.02,0.01,0.05,0.1,0.1,10,120
1,101000,0.2517813438461226,0.0539908926342881,3.581629660873741,0.3394972419108944,0.36,1151,-0.1341476270947552,-0.0971961204393805,0.1138140747176368,10.255,3.0874663537906897,0.0535276327783282,3.0,800,0.2,0.02,0.01,0.05,0.1,0.1,10,120
3,301000,0.2510064945519765,0.060384678053399,3.596291069688232,0.3504176477623384,0.5,1150,0.0997538565135953,0.215782521092851,0.2269565217391304,14.325,3.1075366196198413,0.0493756444722062,3.0,800,0.2,0.02,0.01,0.05,0.1,0.1,10,120
7,701000,0.2544238826962418,0.0555924498108716,3.65284180492524,0.3205456886417547,0.34,1098,0.0446645361550513,0.0032860667880121,0.1202185792349726,9.735,3.1462919779289624,0.0565043549417133,3.0,800,0.2,0.02,0.01,0.05,0.1,0.1,10,120
4,401000,0.2578742478892865,0.047466039609751,3.67842145226006,0.3307343272339988,0.4,1155,0.0191286524403341,0.1323845868221801,0.1696969696969697,12.455,3.108703567114972,0.0505632235147276,3.0,800,0.2,0.02,0.01,0.05,0.1,0.1,10,120
2,201000,0.2623555178742573,0.0469141769859405,3.763464310607053,0.3109590848892172,0.3,1106,0.003618789510078,-0.0016172001526791,0.0904159132007233,8.675,3.100566568286634,0.0550276311096946,3.0,800,0.2,0.02,0.01,0.05,0.1,0.1,10,120
6,601000,0.2542717905609258,0.0441840430505754,3.640245535713727,0.3229797920704649,0.32,1133,-0.1759787964424438,-0.1602063072434491,0.0970873786407767,9.67,3.1268089262614893,0.0586205848651919,3.0,800,0.2,0.02,0.01,0.05,0.1,0.1,10,120
10,1001000,0.2574578587971182,0.0586291111708512,3.707742651124777,0.2915126905052719,0.3,1170,-0.162561084865081,-0.0634233715012016,0.0897435897435897,9.165,3.1452981191266947,0.0488241818201468,3.0,800,0.2,0.02,0.01,0.05,0.1,0.1,10,120
13,1301000,0.2573507491812086,0.0530990139395071,3.645328924922112,0.3293565980084867,0.28,1101,0.0422114688815771,-0.101405370704771,0.0735694822888283,8.325,3.098295100874332,0.0573799671662632,3.0,800,0.2,0.02,0.01,0.05,0.1,0.1,10,120
11,1101000,0.2425232387495035,0.0613277588780281,3.4882342193713414,0.3396233866341432,0.33,1069,-0.0070731815848826,-0.0498593295294485,0.1075771749298409,9.56,3.1067659593573675,0.0478342338344661,3.0,800,0.2,0.02,0.01,0.05,0.1,0.1,10,120
12,1201000,0.2552680166903268,0.0528663480266827,3.655245277433615,0.3273579140169868,0.34,1108,-0.065785321935809,0.0687165611833013,0.1209386281588447,10.09,3.1073581241399184,0.06021761878579,3.0,800,0.2,0.02,0.01,0.05,0.1,0.1,10,120
14,1401000,0.2482924305796001,0.050810329504557,3.636714932192677,0.362033417089834,0.34,1175,0.1267349223465587,-0.1455007093201754,0.1182978723404255,10.64,3.140583188431945,0.0444431255665493,3.0,800,0.2,0.02,0.01,0.05,0.1,0.1,10,120
5,501000,0.2636220476968557,0.0561952393702914,3.7298867177946966,0.3219791210428954,0.28,1134,-0.1571174483338535,-0.1749629577412036,0.0811287477954144,8.755,3.1124462778460056,0.1006728014511038,3.0,800,0.2,0.02,0.01,0.05,0.1,0.2,10,120
8,801000,0.2523924987130267,0.050525811050756,3.6156364194145074,0.3425325554147455,0.36,1097,-0.0753313234606957,-0.0825126791431141,0.1203281677301732,10.35,3.1146961978780694,0.1019350560326423,3.0,800,0.2,0.02,0.01,0.05,0.1,0.2,10,120
9,901000,0.2610442065244274,0.0497893262498521,3.8352423114127423,0.3664663658477767,0.38,1055,0.0452722325360161,0.094478671119234,0.1488151658767772,10.865,3.206998162875373,0.1072794395258829,3.0,800,0.2,0.02,0.01,0.05,0.1,0.2,10,120
1,101000,0.2574627638102864,0.0586205245261698,3.6889749463463657,0.3674313814042868,0.37,1151,-0.1379406690874031,0.020777588626648,0.1346655082536924,10.795,3.113340299659608,0.1029107903987676,3.0,800,0.2,0.02,0.01,0.05,0.1,0.2,10,120
3,301000,0.2672669853005607,0.0576622470044388,3.854873042928074,0.3509598659246496,0.45,1150,-0.1773196730062229,-0.1689050959577574,0.1747826086956521,12.825,3.212692474840889,0.0929448110382198,3.0,800,0.2,0.02,0.01,0.05,0.1,0.2,10,120
