run_id,seed,final_mean_cooperation,final_std_cooperation_between_communities,final_mean_payoff,expected_global_cooperation,observed_global_cooperation,num_intercommunity_edges,corr_size_cooperation,corr_degree_cooperation,intercommunity_mutual_coop_rate,mean_external_payoff,mean_b_eff,std_b_eff,corr_climate_cooperation,std_b_base,b,Tin,social_adaptation_rate,epsilon_perception,epsilon_execution,delta_D,delta_pi,rho,num_epochs,rounds_per_epoch,spread,het_b_lo,het_b_hi
2,201000,0.2838527347193164,0.0645153126899507,3.2925168356466394,0.2990963889021071,0.29,1106,-0.1838759097540885,-0.080949811912477,0.0822784810126582,8.435,2.533454940646315,0.3020720119280841,0.1216356510858655,0.3008151650726579,2.5,800,0.2,0.02,0.01,0.05,0.1,0.05,10,120,0.5,2.0,3.0
5,501000,0.2843977981087339,0.057864470889761,3.2871947789158984,0.3733520914304026,0.31,1134,0.0816465648131158,0.0455878203859654,0.0961199294532627,9.725,2.4927595898789883,0.2955047305644332,-0.2685661175813431,0.2837507000011155,2.5,800,0.2,0.02,0.01,0.05,0.1,0.1,10,120,0.5,2.0,3.0
8,801000,0.2783628973800386,0.0563625074860998,3.3096448861002323,0.3283156304980734,0.38,1097,-0.0707919510712832,-0.1631110290087546,0.1276207839562443,10.795,2.5867035430888814,0.2848782618758746,-0.0248298795288661,0.2820726789561132,2.5,800,0.2,0.02,0.01,0.05,0.1,0.1,10,120,0.5,2.0,3.0
0,1000,0.2758901356673466,0.0665106532694291,3.327390151422758,0.2870581062336959,0.26,1123,-0.0637902734636686,-0.011606919298141,0.0632235084594835,7.525,2.620558963033909,0.2782302030342841,0.0225166663884908,0.2655206135248705,2.5,800,0.2,0.02,0.01,0.05,0.1,0.1,10,120,0.5,2.0,3.0
9,901000,0.2737229341097082,0.0669052040746463,3.209726513193886,0.3775789013117262,0.39,1055,0.0854981657571191,0.0681418587192994,0.1639810426540284,11.08,2.522042982453002,0.3029376079303331,0.1863043445673164,0.2904605086086345,2.5,800,0.2,0.02,0.01,0.05,0.1,0.1,10,120,0.5,2.0,3.0
1,101000,0.2774055999484759,0.061413313539389,3.3159167433245496,0.3196205200324974,0.33,1151,-0.118841866336386,-0.1032448687742102,0.100781928757602,9.625,2.58898264459758,0.2992195877318385,0.0225732271663549,0.2822201772833267,2.5,800,0.2,0.02,0.01,0.05,0.1,0.1,10,120,0.5,2.0,3.0
4,401000,0.2740549552009279,0.0534524062661536,3.349114783769078,0.3355507635780641,0.4,1155,0.0604560959680329,0.0218884075131847,0.1627705627705627,12.235,2.637406923049217,0.319455675404044,-0.1627491237616265,0.3076670327839443,2.5,800,0.2,0.02,0.01,0.05,0.1,0.1,10,120,0.5,2.0,3.0
7,701000,0.2747922581686312,0.0685478751682908,3.2827648755540086,0.3705514707153803,0.43,1098,-0.1318507271177717,-0.0417838254377861,0.1821493624772313,12.07,2.585657255030571,0.2965251776505939,-0.0477673675112703,0.2873228630927658,2.5,800,0.2,0.02,0.01,0.05,0.1,0.1,10,120,0.5,2.0,3.0
3,301000,0.2743650113260176,0.0548836123620544,3.258344324050194,0.3595861390742134,0.44,1150,0.0121634250211367,-0.0353107099268589,0.1747826086956521,12.87,2.549682874664457,0.2965756536333953,-0.0806129678327537,0.2871340715184979,2.5,800,0.2,0.02,0.01,0.05,0.1,0.1,10,120,0.5,2.0,3.0
2,201000,0.2750598227139122,0.0624204095672393,3.248337419047499,0.3311995592465221,0.3,1106,-0.0311402097231339,0.0817548109955595,0.0831826401446654,8.71,2.5490331991480133,0.301541814320394,-0.0815121545387189,0.3008151650726579,2.5,800,0.2,0.02,0.01,0.05,0.1,0.1,10,120,0.5,2.0,3.0
6,601000,0.2707797048606221,0.0525345356281187,3.22780898669546,0.3684314539856948,0.36,1133,0.1133051248369648,0.024243742737797,0.1341571050308914,10.795,2.5656076301284205,0.2912539277427276,0.1294080445295901,0.2871969752275423,2.5,800,0.2,0.02,0.01,0.05,0.1,0.1,10,120,0.5,2.0,3.0
10,1001000,0.2693706712268761,0.0608216964392087,3.2286240196928087,0.3255350164105679,0.34,1170,0.0744456890119414,0.0638910979100009,0.1179487179487179,10.395,2.5727126711702084,0.2792608047258222,-0.0850525530687205,0.2667977758681243,2.5,800,0.2,0.02,0.01,0.05,0.1,0.1,10,120,0.5,2.0,3.0
5,501000,0.2815435198713858,0.0649209387461035,3.341586532005115,0.3312688925895583,0.26,1134,-0.0692621645428678,-0.0651411844456088,0.0731922398589065,8.305,2.5644136657173418,0.3155349480463624,-0.033394556896943,0.2837507000011155,2.5,800,0.2,0.02,0.01,0.05,0.1,0.2,10,120,0.5,2.0,3.0
0,1000,0.2712644230718763,0.0573998162809207,3.3738186856738066,0.3276225934432944,0.3,1123,-0.0353266611563423,0.0632995443002856,0.0756901157613535,8.96,2.664908163190707,0.2885836185261959,0.0435541743666734,0.2655206135248705,2.5,800,0.2,0.02,0.01,0.05,0.1,0.2,10,120,0.5,2.0,3.0
8,801000,0.2682445007790568,0.0612704077855498,3.280248776877688,0.3309919128407271,0.34,1097,-0.0895984436534171,0.0453400819392839,0.097538742023701,9.745,2.63869732864729,0.2989644907023681,-0.0439558493830703,0.2820726789561132,2.5,800,0.2,0.02,0.01,0.05,0.1,0.2,10,120,0.5,2.0,3.0
9,901000,0.2709144313532555,0.0553058596223882,3.3046147272520288,0.3245987408038302,0.32,1055,0.0516366802402266,0.1066071151581631,0.1071090047393364,9.385,2.63293905277696,0.3216046907276635,0.0230389126145117,0.2904605086086345,2.5,800,0.2,0.02,0.01,0.05,0.1,0.2,10,120,0.5,2.0,3.0
1,101000,0.2748967104879451,0.0537145746472776,3.3885188143292537,0.3363030109355758,0.34,1151,-0.1092231490297292,-0.0237257037580563,0.1146828844483058,9.96,2.659671120562754,0.3150401379307513,-0.0089836098625238,0.2822201772833267,2.5,800,0.2,0.02,0.01,0.05,0.1,0.2,10,120,0.5,2.0,3.0
3,301000,0.2669254687083693,0.0627968485127192,3.264620102144317,0.3798186138742886,0.47,1150,0.0465873970573894,0.0545704980007732,0.2165217391304348,13.56,2.608683180668483,0.304776753179126,-0.0529119936408402,0.2871340715184979,2.5,800,0.2,0.02,0.01,0.05,0.1,0.2,10,120,0.5,2.0,3.0
4,401000,0.2596756404769807,0.0537765722322801,3.2740790471658374,0.3367941213475263,0.39,1155,0.0687555487352793,-0.0093895843878746,0.1523809523809524,11.995,2.7112347120440785,0.3387441358144007,-0.0072512267218657,0.3076670327839443,2.5,800,0.2,0.02,0.01,0.05,0.1,0.2,10,120,0.5,2.0,3.0
7,701000,0.2736984565151463,0.0570495856134507,3.4337196001304564,0.3529320735170602,0.39,1098,0.0060106840276661,0.0170916718854649,0.1602914389799635,11.305,2.722407959562002,0.318533898326637,0.0630018976276889,0.2873228630927658,2.5,800,0.2,0.02,0.01,0.05,0.1,0.2,10,120,0.5,2.0,3.0
2,201000,0.2715861711096174,0.0598594739742636,3.251656579624564,0.3349344550179007,0.27,1106,-0.0647837185635552,0.0420084305234303,0.077757685352622,7.945,2.5699148558053224,0.2988970702121717,0.2179168498317856,0.3008151650726579,2.5,800,0.2,0.02,0.01,0.05,0.1,0.2,10,120,0.5,2.0,3.0
6,601000,0.2749338896666851,0.051445720610486,3.392992469657738,0.3103225670997079,0.33,1133,-0.0307754574143369,0.0796529157692549,0.1147396293027361,10.07,2.6785387515207253,0.3060643213963016,0.0488937759994127,0.2871969752275423,2.5,800,0.2,0.02,0.01,0.05,0.1,0.2,10,120,0.5,2.0,3.0
10,1001000,0.2669216668369359,0.0563090452340819,3.324097641249585,0.3037644085957622,0.35,1170,-0.1296524990351303,-0.10866463506813,0.1273504273504273,10.525,2.681119249533294,0.2996382418304443,-0.012574572752264,0.2667977758681243,2.5,800,0.2,0.02,0.01,0.05,0.1,0.2,10,120,0.5,2.0,3.0
5,501000,0.2645822854076798,0.0621703200900829,3.31661736634614,0.3365695317415645,0.28,1134,0.0772169887158117,0.123526340751294,0.0793650793650793,9.21,2.677022169718476,0.3469970366178656,0.0020285211408233,0.2837507000011155,2.5,800,0.2,0.02,0.01,0.05,0.1,0.4,10,120,0.5,2.0,3.0
0,1000,0.2772106616213995,0.0510167635106852,3.4362448313341907,0.3554920010586406,0.33,1123,-0.210481404459158,-0.1745014592227874,0.0917186108637578,9.635,2.691144413313008,0.3341816856969779,-0.204990606126184,0.2655206135248705,2.5,800,0.2,0.02,0.01,0.05,0.1,0.4,10,120,0.5,2.0,3.0
9,901000,0.2577090814500277,0.0491166665160386,3.404889677622469,0.325873639549725,0.35,1055,0.0572104499918746,-0.0520901279837843,0.1232227488151658,9.905,2.8603510097993143,0.3640056078616716,0.0942199541071401,0.2904605086086345,2.5,800,0.2,0.02,0.01,0.05,0.1,0.4,10,120,0.5,2.0,3.0
8,801000,0.2601945915535206,0.054331007949667,3.231365366475802,0.3470242146687211,0.39,1097,0.0087757247470249,0.0539962565588283,0.1431175934366454,10.94,2.674747265088635,0.3367194779868455,0.1178558987348599,0.2820726789561132,2.5,800,0.2,0.02,0.01,0.05,0.1,0.4,10,120,0.5,2.0,3.0
1,101000,0.2696583302515281,0.0571374987254768,3.4554819385195388,0.3460259596197882,0.34,1151,-0.1769536462902552,-0.2188752191793273,0.10251954821894,9.68,2.778818674152562,0.3785734163013808,0.0691160198748772,0.2822201772833267,2.5,800,0.2,0.02,0.01,0.05,0.1,0.4,10,120,0.5,2.0,3.0
3,301000,0.2572395904916046,0.0599017667080546,3.377545199551593,0.301975413436663,0.4,1150,-0.0683824350427407,-0.0999584005801865,0.1478260869565217,11.62,2.8525803104155933,0.3581964331820594,-0.0227256983810139,0.2871340715184979,2.5,800,0.2,0.02,0.01,0.05,0.1,0.4,10,120,0.5,2.0,3.0
7,701000,0.2583429124511253,0.0540230170282302,3.548899416351494,0.3260022885746941,0.38,1098,-0.1058043265023896,-0.0888921523704009,0.1384335154826958,10.705,2.980812304868395,0.3735751711101552,0.0521149052968815,0.2873228630927658,2.5,800,0.2,0.02,0.01,0.05,0.1,0.4,10,120,0.5,2.0,3.0
4,401000,0.2681469886648094,0.0603756160970421,3.664238818164374,0.3006780220560548,0.35,1155,0.0424715094857797,0.0017150513570862,0.129004329004329,11.275,2.9996322834796354,0.3840085932627538,-0.1556649064664522,0.3076670327839443,2.5,800,0.2,0.02,0.01,0.05,0.1,0.4,10,120,0.5,2.0,3.0
2,201000,0.2641611449573947,0.0535697647067258,3.31587060279504,0.3024134991091164,0.27,1106,-0.006000129887787,-0.0898502077086204,0.0732368896925858,7.86,2.703235136677277,0.3250473527918391,-0.1592301888116245,0.3008151650726579,2.5,800,0.2,0.02,0.01,0.05,0.1,0.4,10,120,0.5,2.0,3.0
6,601000,0.2570312258833027,0.0541204796362973,3.360881980166474,0.3590199557538121,0.35,1133,-0.0265274585060158,0.0378869123164589,0.1288614298323036,10.525,2.8405659055307906,0.3433907777513767,-0.0973813690508622,0.2871969752275423,2.5,800,0.2,0.02,0.01,0.05,0.1,0.4,10,120,0.5,2.0,3.0
10,1001000,0.2605026498970806,0.0516366096568656,3.4776456196457355,0.3504501338215627,0.36,1170,0.0590860490619613,-0.0067649949294766,0.1341880341880341,10.925,2.8796174109121004,0.3483336052574335,0.1156990536187284,0.2667977758681243,2.5,800,0.2,0.02,0.01,0.05,0.1,0.4,10,120,0.5,2.0,3.0
5,501000,0.3012564656543307,0.0706709753902421,3.3064825308089847,0.3566034807890158,0.31,1134,0.0908557021054984,-0.0644875958708463,0.0943562610229276,9.58,2.397299662386253,0.567501400002231,-0.13581355980475,0.567501400002231,2.5,800,0.2,0.02,0.01,0.05,0.1,0.0,10,120,1.0,1.5,3.5
0,1000,0.27512307581653,0.0523737398469333,3.280388896980107,0.3364866812497096,0.33,1123,0.2480747627067208,0.0359184812829154,0.0917186108637578,9.59,2.561459854608409,0.5310412270497411,0.0319003623254935,0.5310412270497411,2.5,800,0.2,0.02,0.01,0.05,0.1,0.0,10,120,1.0,1.5,3.5
9,901000,0.2914129521723358,0.0653168924264522,3.25195910058013,0.3565596155272054,0.36,1055,-0.1283991226815368,-0.0054449330512623,0.1355450236966824,10.405,2.415823453666981,0.580921017217269,-0.0146359434399342,0.580921017217269,2.5,800,0.2,0.02,0.01,0.05,0.1,0.0,10,120,1.0,1.5,3.5
8,801000,0.2819976490361988,0.0745933506902228,3.323405742754558,0.3163020440875396,0.35,1097,-0.0790044520921067,-0.0236913308360054,0.1075660893345487,10.07,2.5923046925232427,0.5641453579122263,-0.0654734034796974,0.5641453579122263,2.5,800,0.2,0.02,0.01,0.05,0.1,0.0,10,120,1.0,1.5,3.5
1,101000,0.2912012828733423,0.0696260757448245,3.312348667615516,0.3380984485910102,0.37,1151,-0.0999679317331135,-0.0419044608532649,0.1242397914856646,10.54,2.501048631120868,0.5644403545666535,0.0715301014322399,0.5644403545666535,2.5,800,0.2,0.02,0.01,0.05,0.1,0.0,10,120,1.0,1.5,3.5
3,301000,0.2818108988068086,0.0587887628872999,3.240909222993208,0.3304441063082939,0.42,1150,-0.0706538153611999,-0.0241916377627492,0.1556521739130434,12.175,2.4786476484104125,0.5742681430369957,-0.034905360201523,0.5742681430369957,2.5,800,0.2,0.02,0.01,0.05,0.1,0.0,10,120,1.0,1.5,3.5
4,401000,0.2893617488154579,0.068588777269439,3.3716954676138404,0.3427350529934786,0.43,1155,0.0355159579973217,-0.1085862889556208,0.1844155844155844,13.23,2.5743810726353025,0.6153340655678885,-0.1080339272530505,0.6153340655678885,2.5,800,0.2,0.02,0.01,0.05,0.1,0.0,10,120,1.0,1.5,3.5
2,201000,0.2812493403666187,0.0654222054083918,3.240646924780956,0.317506760489019,0.27,1106,0.0604491190378873,0.0137781692714675,0.0795660036166365,7.925,2.5010556220309907,0.601630330145316,0.1183461597383147,0.601630330145316,2.5,800,0.2,0.02,0.01,0.05,0.1,0.0,10,120,1.0,1.5,3.5
7,701000,0.2857687556300361,0.0684722399942298,3.2401402996762894,0.3370652139828709,0.39,1098,-0.1653752781311313,-0.0147978605737182,0.1420765027322404,11.13,2.463051258645014,0.5746457261855316,0.0553174731896842,0.5746457261855316,2.5,800,0.2,0.02,0.01,0.05,0.1,0.0,10,120,1.0,1.5,3.5
6,601000,0.2803839922556026,0.0660326184317072,3.167753005476506,0.3335833042673297,0.34,1133,-0.1101231307586947,0.1471758069121886,0.1200353045013239,10.37,2.440948290254321,0.5743939504550846,-0.1536617101709141,0.5743939504550846,2.5,800,0.2,0.02,0.01,0.05,0.1,0.0,10,120,1.0,1.5,3.5
10,1001000,0.2781572853297321,0.0695028608727115,3.159901263292673,0.3157395876720073,0.35,1170,-0.0169045245308809,-0.0286754517614166,0.1162393162393162,10.715,2.448396949954597,0.5335955517362488,-0.1240673812933026,0.5335955517362488,2.5,800,0.2,0.02,0.01,0.05,0.1,0.0,10,120,1.0,1.5,3.5
5,501000,0.2855364440576439,0.0607171512042398,3.19220382192111,0.3811478865808964,0.29,1134,-0.0519349950099147,-0.1575573924081165,0.0855379188712522,9.2,2.419558345747117,0.5742822633904969,-0.129030343422565,0.567501400002231,2.5,800,0.2,0.02,0.01,0.05,0.1,0.05,10,120,1.0,1.5,3.5
8,801000,0.2708896105710494,0.0549417705069328,3.241696451302581,0.3349855779520629,0.34,1097,-0.0758818988470889,-0.0091554867243818,0.1103008204193254,9.68,2.6020259312265046,0.5643983470515608,0.0394142267678565,0.5641453579122263,2.5,800,0.2,0.02,0.01,0.05,0.1,0.05,10,120,1.0,1.5,3.5
0,1000,0.2815757661075315,0.0670838545072543,3.3160983680228604,0.3603389756275081,0.36,1123,-0.1527583184491455,-0.086425959326563,0.1121994657168299,10.23,2.5899792294734647,0.5358694284919236,0.0998910920419652,0.5310412270497411,2.5,800,0.2,0.02,0.01,0.05,0.1,0.05,10,120,1.0,1.5,3.5
9,901000,0.2828327320742745,0.0675309342516021,3.177109016897972,0.3613625160078398,0.34,1055,0.1509449792614601,-0.023769598357141,0.1156398104265402,9.745,2.459452135664258,0.5929547026516929,0.0104659740584108,0.580921017217269,2.5,800,0.2,0.02,0.01,0.05,0.1,0.05,10,120,1.0,1.5,3.5
1,101000,0.2849559458467214,0.0613181678575611,3.3171192963708886,0.3229619056693579,0.33,1151,-0.192095301535566,-0.1018891409803203,0.0894874022589053,9.44,2.539881964360848,0.5741051589218864,-0.1220500382465285,0.5644403545666535,2.5,800,0.2,0.02,0.01,0.05,0.1,0.05,10,120,1.0,1.5,3.5
3,301000,0.285284086020487,0.075746853513876,3.2686288880876337,0.3437934261967808,0.45,1150,-0.3054559898254543,-0.2994981184898987,0.18,12.765,2.516617842304367,0.5835187002163262,-0.0901822176715735,0.5742681430369957,2.5,800,0.2,0.02,0.01,0.05,0.1,0.05,10,120,1.0,1.5,3.5
4,401000,0.2806493253250974,0.0580604200716245,3.368412602436008,0.3428834033625427,0.41,1155,0.229205536049054,0.0984702725211914,0.1818181818181818,12.75,2.607782156231618,0.6221093809103235,0.1025467568106239,0.6153340655678885,2.5,800,0.2,0.02,0.01,0.05,0.1,0.05,10,120,1.0,1.5,3.5
2,201000,0.2882894651493354,0.0695127339670174,3.290712868697436,0.3336377261939451,0.3,1106,0.048592623092731,0.0921204751194759,0.0759493670886076,8.61,2.527741828292953,0.6028865808737752,0.092679661258416,0.601630330145316,2.5,800,0.2,0.02,0.01,0.05,0.1,0.05,10,120,1.0,1.5,3.5
7,701000,0.2874221773490111,0.0660830483077697,3.305275142181973,0.3171974749817959,0.4,1098,-0.1495472362462935,0.0257468066954868,0.1621129326047359,11.3,2.526678602806835,0.5901014068068706,0.0556517688319008,0.5746457261855316,2.5,800,0.2,0.02,0.01,0.05,0.1,0.05,10,120,1.0,1.5,3.5
6,601000,0.2834419309971288,0.069982953031901,3.243542590469616,0.2977561355004445,0.29,1133,-0.2539995126703775,0.0362072940019682,0.0803177405119152,8.75,2.5000055048727274,0.5838461188200507,0.0780655660784368,0.5743939504550846,2.5,800,0.2,0.02,0.01,0.05,0.1,0.05,10,120,1.0,1.5,3.5
10,1001000,0.2870207438870937,0.0640944432356898,3.279423999586773,0.3622914898321794,0.36,1170,0.0501370139321213,0.1361364082921884,0.1333333333333333,10.875,2.4887784659692698,0.5423373229519022,0.0211871440949733,0.5335955517362488,2.5,800,0.2,0.02,0.01,0.05,0.1,0.05,10,120,1.0,1.5,3.5
5,501000,0.2861401514504603,0.06043178275133,3.2145682823938926,0.3452663029080585,0.27,1134,0.0131924912751822,-0.0288974713468581,0.0723104056437389,8.54,2.450126722018695,0.5807924248187473,-0.1350646631720109,0.567501400002231,2.5,800,0.2,0.02,0.01,0.05,0.1,0.1,10,120,1.0,1.5,3.5
8,801000,0.277610515927502,0.0652461929701721,3.342523805459629,0.3016389463068059,0.34,1097,-0.185594749441993,-0.0192230451014443,0.1048313582497721,9.86,2.644723048563533,0.5683258742884181,0.011833379369655,0.5641453579122263,2.5,800,0.2,0.02,0.01,0.05,0.1,0.1,10,120,1.0,1.5,3.5
0,1000,0.2746438715883556,0.0613991104450636,3.28793304053575,0.327273252011495,0.29,1123,0.106076963936283,0.0315652884102981,0.0774710596616206,8.52,2.622911668120608,0.542647556363946,0.1336262551718426,0.5310412270497411,2.5,800,0.2,0.02,0.01,0.05,0.1,0.1,10,120,1.0,1.5,3.5
9,901000,0.2792991450059314,0.0580127005194506,3.245626795219369,0.3210071883068568,0.31,1055,-0.0482040142224754,-0.0239767561454747,0.0957345971563981,8.95,2.5082456299171256,0.6027586667748576,0.0699281848309334,0.580921017217269,2.5,800,0.2,0.02,0.01,0.05,0.1,0.1,10,120,1.0,1.5,3.5
1,101000,0.2913942935990902,0.0677219135963922,3.4019416620719523,0.3275250176168517,0.31,1151,-0.2876589660021074,-0.1682891723918468,0.0903562119895742,9.145,2.566254339976894,0.5825733790719241,-0.0679064324100775,0.5644403545666535,2.5,800,0.2,0.02,0.01,0.05,0.1,0.1,10,120,1.0,1.5,3.5
3,301000,0.2701091435099186,0.0750036538940425,3.1562665304239594,0.3635363515406686,0.46,1150,0.0758082888371581,0.0219717768771531,0.1982608695652173,13.245,2.5506741049443447,0.5970092496499556,-0.0702351690692943,0.5742681430369957,2.5,800,0.2,0.02,0.01,0.05,0.1,0.1,10,120,1.0,1.5,3.5
7,701000,0.2844724250454473,0.0650138261407089,3.38809378963069,0.2859303678660254,0.33,1098,-0.2940061704880725,-0.1484846781835815,0.1065573770491803,9.39,2.604684213717093,0.6082846291762046,0.0234232431032444,0.5746457261855316,2.5,800,0.2,0.02,0.01,0.05,0.1,0.1,10,120,1.0,1.5,3.5
4,401000,0.2862433163934623,0.0635628120044552,3.500376870297408,0.2932355743786003,0.4,1155,0.0684537581750029,0.0697764193802403,0.1627705627705627,12.505,2.682620562086689,0.6374885750999434,-0.042414064205435,0.6153340655678885,2.5,800,0.2,0.02,0.01,0.05,0.1,0.1,10,120,1.0,1.5,3.5
2,201000,0.2892891166743152,0.0653745670249066,3.33304816769096,0.3527566387829305,0.34,1106,-0.1383149942886817,-0.0405294880489727,0.1166365280289331,9.825,2.529893319149381,0.6014102541131676,0.2214720281997251,0.601630330145316,2.5,800,0.2,0.02,0.01,0.05,0.1,0.1,10,120,1.0,1.5,3.5
6,601000,0.2811280134789294,0.0581362713651294,3.298230381469508,0.3058273603890711,0.3,1133,-0.1059986861917097,0.0892233065344632,0.0917917034421888,8.98,2.554735298178071,0.5965387215245566,0.0342823213519472,0.5743939504550846,2.5,800,0.2,0.02,0.01,0.05,0.1,0.1,10,120,1.0,1.5,3.5
10,1001000,0.2810868565238483,0.0626323605850002,3.2946348779186776,0.3246202102748864,0.33,1170,-0.1741332364600482,-0.1508049750576773,0.1094017094017094,9.955,2.545792593801796,0.5553310189370297,-0.0618912788041698,0.5335955517362488,2.5,800,0.2,0.02,0.01,0.05,0.1,0.1,10,120,1.0,1.5,3.5
5,501000,0.2749054828970756,0.06178317543803,3.1795937991409216,0.3258485960142945,0.27,1134,0.1626004205893578,0.1031626462210512,0.0784832451499118,8.59,2.5009199917968035,0.601140218097424,0.039878914192161,0.567501400002231,2.5,800,0.2,0.02,0.01,0.05,0.1,0.2,10,120,1.0,1.5,3.5
0,1000,0.2693135194072009,0.0559334649802965,3.421189547731275,0.309797647441013,0.28,1123,0.2135287233820494,0.1639460269346077,0.0676758682101513,8.585,2.745256907547972,0.5709441282372368,0.0207027227508177,0.5310412270497411,2.5,800,0.2,0.02,0.01,0.05,0.1,0.2,10,120,1.0,1.5,3.5
9,901000,0.2747387055921513,0.0622491773235,3.2021035553525765,0.358044375632151,0.39,1055,0.1926809409321496,0.1568621306414397,0.1611374407582938,11.035,2.5478496119054928,0.6207956043621398,-0.0235578258045708,0.580921017217269,2.5,800,0.2,0.02,0.01,0.05,0.1,0.2,10,120,1.0,1.5,3.5
8,801000,0.2692370937150168,0.0558711339658892,3.3247419356743846,0.3559582672321146,0.37,1097,-0.030896060933097,0.0547607173237176,0.1312670920692798,10.44,2.670043609197021,0.5721204435331763,0.0658578942385769,0.5641453579122263,2.5,800,0.2,0.02,0.01,0.05,0.1,0.2,10,120,1.0,1.5,3.5
1,101000,0.2710805429564267,0.0705168138294705,3.2839380361955417,0.3030047856915779,0.3,1151,0.0187842025368194,-0.0848128537477291,0.0851433536055603,8.935,2.6691014084201545,0.6148680201959598,-0.012589821630757,0.5644403545666535,2.5,800,0.2,0.02,0.01,0.05,0.1,0.2,10,120,1.0,1.5,3.5
